"TOA5","BIOLOGGER","BIOLOGGER","0","BIOLOGGER","BIOLOGGER","0","Tags"
"TIMESTAMP","RECORD","Tag"
"TS","RN",""
"","","Smp"
"2018-09-13 17:03:33",228,"TAG: 01 04 07/02/2018 19:22:46.000 3DD.003BF926C4"
"2018-09-13 17:03:33",229,"TAG: 01 04 07/02/2018 19:23:46.300 3DD.003BF926C4"
"2018-09-13 17:03:33",230,"TAG: 01 04 07/02/2018 19:24:46.040 3DD.003BF926C4"
"2018-09-13 17:03:33",231,"TAG: 01 04 07/02/2018 19:25:46.560 3DD.003BF926C4"
"2018-09-13 17:03:33",232,"TAG: 01 04 07/02/2018 19:26:47.440 3DD.003BF926C4"
"2018-09-13 17:03:33",233,"TAG: 01 04 07/02/2018 19:27:47.150 3DD.003BF926C4"
"2018-09-13 17:03:33",234,"TAG: 01 04 07/02/2018 19:28:47.100 3DD.003BF926C4"
"2018-09-13 17:03:33",235,"TAG: 01 04 07/02/2018 19:29:47.120 3DD.003BF926C4"
"2018-09-13 17:03:33",236,"TAG: 01 04 07/02/2018 19:30:47.220 3DD.003BF926C4"
"2018-09-13 17:03:33",237,"TAG: 01 04 07/02/2018 19:31:47.110 3DD.003BF926C4"
"2018-09-13 17:03:33",238,"TAG: 01 04 07/02/2018 19:32:47.110 3DD.003BF926C4"
"2018-09-13 17:03:33",239,"TAG: 01 04 07/02/2018 19:33:47.220 3DD.003BF926C4"
"2018-09-13 17:03:33",240,"TAG: 01 04 07/02/2018 19:34:47.340 3DD.003BF926C4"
"2018-09-13 17:03:33",241,"TAG: 01 04 07/02/2018 19:35:47.390 3DD.003BF926C4"
"2018-09-13 17:03:33",242,"TAG: 01 04 07/02/2018 19:36:47.310 3DD.003BF926C4"
"2018-09-13 17:03:33",243,"TAG: 01 04 07/02/2018 19:37:47.040 3DD.003BF926C4"
"2018-09-13 17:03:33",244,"TAG: 01 04 07/02/2018 19:38:47.010 3DD.003BF926C4"
"2018-09-13 17:03:33",245,"TAG: 01 04 07/02/2018 19:39:47.170 3DD.003BF926C4"
"2018-09-13 17:03:33",246,"TAG: 01 04 07/02/2018 19:40:47.320 3DD.003BF926C4"
"2018-09-13 17:03:33",247,"TAG: 01 04 07/02/2018 19:41:47.420 3DD.003BF926C4"
